MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,SSP5-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,,0.98876074,1.2252285,1.4794964,1.7838233,2.0345974,2.1968708,2.3060259,2.3878597,2.4513413,2.5098567
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,,1812.864,1874.4799,1951.8841,2027.0368,2037.4763,2018.2,1956.9401,1882.1347,1794.0008,1681.2204
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,,390.5053,414.96479,445.46566,484.24102,525.3017,564.85592,601.76637,631.36825,651.69821,664.68459
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,,323.68957,330.72103,337.90699,345.34862,351.89079,357.8007,362.73265,366.39442,368.69342,369.5917
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing,W/m2,,2.1361565,2.5731636,3.023823,3.5273884,4.0010753,4.3968865,4.7536533,5.0382215,5.2067115,5.2759629
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,,-1.05456563,-0.97864336,-0.93710917,-0.88346604,-0.78185781,-0.72713411,-0.64781298,-0.54878704,-0.47192309,-0.41897532
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,,0.58827586,0.614622275,0.647097341,0.678001138,0.682247124,0.674398208,0.649195412,0.61786416,0.580118491,0.530400331
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,,1.837859,2.1630285,2.5426554,2.9893805,3.4250122,3.8135853,4.1523846,4.4094068,4.5790366,4.684645
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,,0.031102416,0.046922734,0.049995796,0.047752954,0.043229315,0.039921333,0.039314571,0.040057241,0.041554333,0.043460644
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,,2.5390686,2.9245182,3.3571423,3.8507458,4.3052851,4.7015929,5.0329804,5.2748638,5.4205733,5.4883181
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,,0.16780423,0.18979221,0.21201958,0.2347865,0.25459691,0.27233282,0.28702044,0.29786,0.30463744,0.30727975
GCAM4,SSP5-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,,0.98876074,1.2252285,1.4789223,1.7849025,2.0986817,2.3829869,2.650342,2.8905519,3.0752222,3.1965895
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,,1812.864,1903.1523,2026.9528,2222.0177,2416.2362,2570.0486,2678.7073,2743.3924,2771.7642,2774.1084
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,,390.5053,415.77932,448.95825,495.37665,554.07006,623.29494,702.18844,788.42684,880.05256,975.66384
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,,323.68957,331.22326,339.51008,349.19967,360.06062,371.63855,383.41658,394.97981,405.86656,415.62189
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,,2.1354576,2.5891107,3.0935617,3.7110731,4.4274408,5.1336785,5.8548053,6.5600552,7.2167824,7.8232618
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,,-1.05540649,-0.99650152,-0.9599941,-0.94429012,-0.86453989,-0.8423116,-0.80361545,-0.74516215,-0.68865214,-0.63356937
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,,0.58827586,0.626730701,0.677966919,0.75553849,0.82936984,0.88570088,0.92445642,0.94714441,0.95700875,0.95782146
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,,1.837859,2.1735244,2.5844562,3.1110707,3.7103934,4.3405243,4.9784338,5.5984439,6.1868974,6.7389249
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,,0.031102416,0.048076622,0.051836091,0.050017682,0.047377047,0.046542651,0.048779067,0.052600561,0.057267048,0.062355817
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,,2.5390686,2.9480565,3.4320344,4.0524977,4.7447247,5.4562467,6.1636752,6.839955,7.4722118,8.0572052
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,,0.16780423,0.19135358,0.21694539,0.24647072,0.27907563,0.31328847,0.34754265,0.38065719,0.41138844,0.43857308
GCAM4,SSP5-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,,0.98863674,1.2278089,1.5026427,1.8496067,2.2666542,2.7014956,3.1581114,3.6253436,4.0802193,4.5096634
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1812.0206,1631.172,1449.081,1325.0723,1250.5221,1212.1593,1180.4579,1149.7759,1122.5374
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,412.14202,424.68152,425.52721,420.47559,413.87631,406.78381,398.62847,389.05711,377.89662
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,330.4511,335.06455,337.95418,340.41814,342.5171,344.55001,346.6581,348.81946,350.98969
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1394583,2.582151,2.8439039,2.7911127,2.6348768,2.4692843,2.3362047,2.2079923,2.0688662,1.9051949
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05053109,-0.88031767,-0.58559486,-0.4881943,-0.43834659,-0.42607472,-0.4134654,-0.39177511,-0.36447469,-0.34318433
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.587912025,0.507789095,0.422359271,0.360977721,0.32264724,0.302464444,0.285536944,0.268929694,0.253994199
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1264949,2.2869143,2.2975623,2.2336415,2.1489704,2.0564526,1.9480557,1.8179727,1.6621886
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.056289546,0.060183535,0.047898954,0.040867329,0.037773585,0.036674665,0.036537048,0.036705084,0.036653332
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.8737295,2.9839963,2.9183715,2.8025955,2.6885328,2.583887,2.4673114,2.3297694,2.1677393
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.1889525,0.20325638,0.21216476,0.21973037,0.22615336,0.23235522,0.23876688,0.24532005,0.25187943
IMAGE,SSP1-19,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98936167,1.2371159,1.466178,1.5578765,1.5622194,1.5283713,1.4927099,1.4558804,1.4104881,1.3448526
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1825.4571,1682.249,1519.8764,1399.942,1323.0123,1271.8188,1218.7655,1176.1212,1147.2889
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,414.54972,436.54258,452.29058,460.69292,462.90223,460.64247,453.86207,443.09072,432.17144
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,330.53829,335.65605,339.02523,341.45747,343.47673,345.3853,347.39661,349.76675,352.18893
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1353422,2.5510683,2.9313249,3.0921232,3.1246409,3.089988,3.0242067,2.9163337,2.769267,2.6372672
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05491029,-0.97582449,-0.74689577,-0.63699225,-0.55117499,-0.5054029,-0.4720638,-0.4305452,-0.39889106,-0.36004098
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.593697464,0.530861382,0.456194473,0.398372348,0.359933665,0.333714176,0.305963139,0.283203238,0.267573626
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1576722,2.4343537,2.624037,2.7225578,2.7481645,2.7219716,2.6426017,2.5140435,2.3804895
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.062163549,0.084948677,0.077491009,0.058851975,0.048948593,0.044354389,0.042278761,0.041299999,0.040553352
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9159869,3.1777115,3.306604,3.344597,3.3336615,3.2863073,3.1872804,3.0454884,2.9051517
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.18922377,0.20508307,0.21545683,0.22291329,0.22908325,0.2348981,0.24100836,0.24818571,0.25549524
IMAGE,SSP1-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98862959,1.218161,1.472536,1.6545538,1.7593171,1.811741,1.8352149,1.8347512,1.8036412,1.7610809
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1873.1214,1805.5084,1655.813,1528.2225,1439.0626,1357.7947,1279.1896,1213.9117,1173.1228
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.14109,440.29617,463.85943,484.02373,499.883,510.17355,512.52192,505.94103,494.1748
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,330.89811,337.18927,341.99197,345.35377,347.75557,349.53688,350.96796,352.59674,354.75319
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1343995,2.5689138,3.0064892,3.2704017,3.47776,3.6021191,3.676591,3.6608252,3.5430603,3.3830624
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.055919,-0.99923368,-0.82261954,-0.75555891,-0.65081233,-0.58832555,-0.51882026,-0.45006795,-0.40562076,-0.38670188
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.614046231,0.585100129,0.518965429,0.460129537,0.417503174,0.377451461,0.33752224,0.303393472,0.281587058
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1653021,2.4801793,2.7592209,2.9869782,3.1595403,3.2686055,3.2931865,3.2240155,3.0980692
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.064885709,0.10426175,0.13087942,0.13896257,0.13010327,0.11790762,0.098625272,0.076574981,0.064914228
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9448141,3.2938456,3.5578259,3.75372,3.8883417,3.9564216,3.9319597,3.8165116,3.6667684
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19034286,0.20981041,0.22454828,0.23480215,0.24209697,0.24749069,0.25181388,0.25672342,0.26320582
IMAGE,SSP1-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98846231,1.221132,1.4926113,1.7144071,1.8991995,2.0395304,2.1505352,2.2198174,2.2308024,2.1931071
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1877.9869,1840.1796,1744.6743,1653.4966,1575.0822,1488.0202,1394.3267,1305.9195,1231.0637
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.24663,441.26874,467.45899,492.67367,516.06286,536.33928,551.10381,559.82809,563.62239
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,330.92228,337.48254,343.16175,348.03006,351.9978,354.80745,356.54991,357.64416,358.4312
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1343304,2.5714331,3.0217489,3.3203214,3.5979438,3.8585253,4.0798611,4.2091144,4.2681445,4.2709014
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05603259,-1.00275113,-0.84861285,-0.83175085,-0.77367524,-0.70531506,-0.61378754,-0.51556098,-0.42964253,-0.3702969
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.61610839,0.600011586,0.55857682,0.517918471,0.482020895,0.441071932,0.395603933,0.351238271,0.31245049
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1666627,2.4919891,2.8005954,3.0817857,3.3300382,3.536311,3.6816621,3.7657298,3.8018839
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.065142779,0.10742206,0.15095403,0.19311786,0.22721599,0.24169938,0.22587571,0.20608161,0.18960793
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9482657,3.3224376,3.6566409,3.9601166,4.22383,4.4180936,4.5140405,4.5437191,4.5326382
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.190418,0.21071338,0.22812203,0.24292901,0.2549194,0.26336867,0.26859161,0.27186496,0.27421617
IMAGE,SSP1-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98845118,1.2215506,1.4947785,1.7255892,1.9364664,2.1374012,2.3253983,2.4769984,2.5853348,2.6527425
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1888.1981,1919.7707,1935.294,1915.2795,1864.6516,1797.6875,1708.3982,1610.5317,1526.8249
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.34734,442.30163,470.47846,498.17383,524.97612,550.82834,573.51069,592.25889,608.35425
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,330.99404,337.94414,344.412,350.15178,355.07787,359.34345,363.0708,366.25585,368.78591
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.134266,2.5769145,3.0677574,3.4509181,3.7987405,4.0892579,4.3664115,4.6227113,4.833992,5.0090742
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05613388,-1.00585365,-0.8712631,-0.85967859,-0.80384495,-0.76862545,-0.72083659,-0.63435659,-0.54024932,-0.45371129
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.620427275,0.633705855,0.640193399,0.631823841,0.610449901,0.581716242,0.54253426,0.498360439,0.459471332
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1679606,2.504503,2.835057,3.1412083,3.4216938,3.678986,3.8949732,4.0671453,4.2106619
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.065249895,0.10889894,0.15979861,0.21255711,0.25773434,0.29766228,0.33475839,0.36531673,0.38312389
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9535774,3.3665866,3.7733741,4.1425604,4.4648244,4.7502942,4.9810395,5.1555105,5.2911108
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.1906411,0.21213388,0.23193479,0.24934934,0.26418007,0.27693819,0.28802374,0.29745081,0.30490966
IMAGE,SSP1-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98844067,1.2228345,1.5057858,1.7707427,2.0220565,2.2464108,2.4603502,2.668723,2.8562114,3.0177362
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1892.6001,1796.1596,1613.3887,1475.1948,1371.9278,1327.1691,1305.2811,1286.126,1265.4964
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.21938,435.63271,446.10382,449.29584,446.74072,440.87088,434.36897,427.97168,421.93396
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.0314,337.32885,342.63622,347.68197,351.99835,355.82775,359.40575,362.76449,365.73082
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1379969,2.6665375,3.0787021,3.170372,3.1377794,3.0343856,2.9170168,2.8173314,2.7328335,2.6592727
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05360417,-0.95116396,-0.6798269,-0.573041336,-0.4758729,-0.416011636,-0.399666541,-0.382001173,-0.358419581,-0.329447861
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.622285436,0.581054296,0.499669253,0.43493663,0.384503536,0.362039565,0.350912401,0.341095602,0.330438714
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1663114,2.4231862,2.5503176,2.5884794,2.5579538,2.4871611,2.4076367,2.3282215,2.2521735
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.061483505,0.068523947,0.052498432,0.043381352,0.039234111,0.037702182,0.037381071,0.037648467,0.038354106
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9498628,3.1980935,3.2560476,3.2452134,3.1805459,3.1005545,3.0219062,2.9443694,2.8687143
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19075726,0.21024022,0.22651726,0.2418738,0.25492105,0.26642852,0.27712394,0.28711491,0.29589968
IMAGE,SSP2-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98913202,1.2513694,1.5346513,1.6924046,1.7733376,1.8007481,1.7957259,1.7856324,1.7736193,1.7578818
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1900.5758,1852.098,1700.1648,1558.7091,1446.2293,1376.1304,1325.9653,1291.717,1274.4954
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.88194,441.76878,463.76506,479.41256,487.16042,490.45018,491.17214,488.4208,484.16035
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.10911,337.97198,344.03759,349.4824,354.01492,357.81053,361.21855,364.43209,367.54714
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1368824,2.6575089,3.1287526,3.365816,3.5026995,3.531496,3.50485,3.4850819,3.4326475,3.388027
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05478365,-0.97829654,-0.7806065,-0.69680419,-0.57636472,-0.48816636,-0.46961849,-0.42272841,-0.39560712,-0.36078561
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.625646473,0.605104111,0.538868841,0.474410416,0.420978767,0.386593288,0.361430056,0.343968658,0.335098347
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1748453,2.4980509,2.7581319,2.9357429,3.0215522,3.0575751,3.0654483,3.0353821,2.9884888
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.062048055,0.081886767,0.084064582,0.071889971,0.05499037,0.047309965,0.043724911,0.042158021,0.041761123
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9620694,3.3088138,3.5331474,3.6601215,3.6970987,3.7074678,3.7004378,3.6634352,3.6177757
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19099882,0.21221951,0.23079372,0.24732594,0.2609888,0.27236218,0.28252219,0.29205798,0.30126089
IMAGE,SSP2-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98893327,1.2465562,1.5384351,1.7557977,1.9183667,2.0237469,2.0785014,2.1277842,2.1518735,2.1652771
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1908.8266,1917.3002,1832.9331,1707.2437,1581.9007,1484.1285,1412.1671,1354.0873,1322.5598
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.55675,446.69139,477.25456,504.97482,528.42013,547.5071,561.54624,569.30689,574.57937
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.2754,339.08846,346.54359,352.94394,358.10718,362.1692,365.56476,368.51593,371.22857
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1360748,2.657026,3.1710747,3.5444371,3.8209797,4.041047,4.2050693,4.2955482,4.3289808,4.354471
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05577654,-1.00178397,-0.88014992,-0.81353703,-0.71017755,-0.5937588,-0.52861955,-0.47616048,-0.41908954,-0.38872076
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.629115848,0.632670874,0.596907017,0.542020807,0.485178268,0.439213103,0.404379871,0.375595367,0.359704223
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.183523,2.5573627,2.9115955,3.2137841,3.4566926,3.6466158,3.7821315,3.855596,3.9049376
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.06303617,0.096562791,0.11728628,0.11708625,0.11714671,0.12145671,0.10190557,0.076272069,0.063956784
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9752109,3.4097446,3.7769659,4.051485,4.2614381,4.4285484,4.5248471,4.5568165,4.5882499
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19151563,0.21565102,0.23841913,0.25776847,0.2732485,0.28534759,0.29540886,0.30411496,0.31208627
IMAGE,SSP2-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98879358,1.244426,1.5406691,1.8113026,2.0402127,2.2406213,2.4088496,2.53789,2.630312,2.6948913
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1923.5936,1976.819,1956.1929,1893.3161,1784.5212,1675.2928,1595.2951,1516.1143,1460.6666
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.75427,448.15168,482.792,518.8659,555.62063,592.80726,629.71265,664.5095,698.1935
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.44383,339.77985,348.35198,356.59128,363.72546,369.44253,373.88373,377.16003,379.91835
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1357476,2.6618121,3.1998462,3.6127397,3.9990205,4.3729838,4.7386283,5.0736579,5.3383556,5.567216
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05611835,-1.00970734,-0.91327273,-0.91550556,-0.86912787,-0.77325317,-0.679485,-0.59712335,-0.5165154,-0.47374406
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.63530601,0.657417565,0.648885534,0.622587482,0.576002436,0.527740551,0.491360416,0.454417118,0.427953534
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1860604,2.5748318,2.9733403,3.3590316,3.7253512,4.0720988,4.3953531,4.6832349,4.9478956
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.06365298,0.10303558,0.14191265,0.1777032,0.20659605,0.22770751,0.23170584,0.21053094,0.19109128
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9841678,3.4569133,3.9131539,4.3370185,4.713746,5.0573111,5.3665442,5.6112825,5.8419316
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19203896,0.21777315,0.24390442,0.26871545,0.28996481,0.3068412,0.31986014,0.32941413,0.33742508
IMAGE,SSP2-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98873559,1.2452029,1.5484513,1.8312391,2.1007832,2.3721591,2.6396294,2.8968183,3.1251896,3.3175153
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1937.9302,2055.6521,2133.2094,2166.475,2153.9568,2126.5281,2119.1995,2120.3918,2145.1648
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.95218,448.78315,484.31546,522.33789,562.61319,605.88309,653.67288,706.56627,765.82515
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.57741,340.3488,349.62526,358.84747,367.37118,374.91231,381.90049,388.42712,394.40731
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1355716,2.6713426,3.2489079,3.7168715,4.1572388,4.5856472,5.0114549,5.4760785,5.9946135,6.5683307
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05630908,-1.01345771,-0.91656279,-0.92840607,-0.90799,-0.86107152,-0.83411381,-0.79672087,-0.70864971,-0.59898554
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.641292494,0.68961312,0.72067477,0.7338197,0.72888536,0.718022,0.71510725,0.7155818,0.72541099
IMAGE,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1886016,2.5823683,2.9902032,3.3947279,3.7922916,4.188876,4.5952301,5.0117,5.4427654
