"Year","Source","Region","Aeo_year","Aeo_case","Mix"
2031,"Natural Gas","FRCC",2021,"HOP",0.456786858528551
2032,"Natural Gas","FRCC",2021,"HOP",0.455923002322263
2033,"Natural Gas","FRCC",2021,"HOP",0.456325921171612
2034,"Natural Gas","FRCC",2021,"HOP",0.459925348628614
2035,"Natural Gas","FRCC",2021,"HOP",0.464953792563289
2036,"Natural Gas","FRCC",2021,"HOP",0.465318669429667
2037,"Natural Gas","FRCC",2021,"HOP",0.473781932082405
2038,"Natural Gas","FRCC",2021,"HOP",0.473459188035818
2039,"Natural Gas","FRCC",2021,"HOP",0.476011153591967
2040,"Natural Gas","FRCC",2021,"HOP",0.482001108499689
2041,"Natural Gas","FRCC",2021,"HOP",0.482391765061931
2042,"Natural Gas","FRCC",2021,"HOP",0.478952849984029
2043,"Natural Gas","FRCC",2021,"HOP",0.48172339971517
2044,"Natural Gas","FRCC",2021,"HOP",0.486860149924316
2045,"Natural Gas","FRCC",2021,"HOP",0.488742567021541
2046,"Natural Gas","FRCC",2021,"HOP",0.496497810708186
2047,"Natural Gas","FRCC",2021,"HOP",0.500890383219551
2048,"Natural Gas","FRCC",2021,"HOP",0.501813338439144
2049,"Natural Gas","FRCC",2021,"HOP",0.506545965537289
2050,"Natural Gas","FRCC",2021,"HOP",0.511655395874011
2020,"Nuclear","FRCC",2021,"HOP",0.132310563865075
2021,"Nuclear","FRCC",2021,"HOP",0.135878788650746
2022,"Nuclear","FRCC",2021,"HOP",0.135201890945491
2023,"Nuclear","FRCC",2021,"HOP",0.134738576320827
2024,"Nuclear","FRCC",2021,"HOP",0.131376939168926
2025,"Nuclear","FRCC",2021,"HOP",0.12534484413017
2026,"Nuclear","FRCC",2021,"HOP",0.126384706341385
2027,"Nuclear","FRCC",2021,"HOP",0.124054914370483
2028,"Nuclear","FRCC",2021,"HOP",0.121468099738497
2029,"Nuclear","FRCC",2021,"HOP",0.118766146221534
2030,"Nuclear","FRCC",2021,"HOP",0.117125643604439
2031,"Nuclear","FRCC",2021,"HOP",0.115832274937121
2032,"Nuclear","FRCC",2021,"HOP",0.11603830836272
2033,"Nuclear","FRCC",2021,"HOP",0.115310061179981
2034,"Nuclear","FRCC",2021,"HOP",0.114142672925886
2035,"Nuclear","FRCC",2021,"HOP",0.11282567139662
2036,"Nuclear","FRCC",2021,"HOP",0.11238518836433
2037,"Nuclear","FRCC",2021,"HOP",0.111103830101102
2038,"Nuclear","FRCC",2021,"HOP",0.110568169766188
2039,"Nuclear","FRCC",2021,"HOP",0.109181383508744
2040,"Nuclear","FRCC",2021,"HOP",0.108169255575637
2041,"Nuclear","FRCC",2021,"HOP",0.109075243284848
2042,"Nuclear","FRCC",2021,"HOP",0.10971133924135
2043,"Nuclear","FRCC",2021,"HOP",0.109068896246211
2044,"Nuclear","FRCC",2021,"HOP",0.107915265605683
2045,"Nuclear","FRCC",2021,"HOP",0.107131976512918
2046,"Nuclear","FRCC",2021,"HOP",0.105530157911386
2047,"Nuclear","FRCC",2021,"HOP",0.104429878539646
2048,"Nuclear","FRCC",2021,"HOP",0.103468061496408
2049,"Nuclear","FRCC",2021,"HOP",0.102130486155438
2050,"Nuclear","FRCC",2021,"HOP",0.100675480417169
2020,"Other","FRCC",2021,"HOP",0.00153274403675693
2021,"Other","FRCC",2021,"HOP",0.00174953323240809
2022,"Other","FRCC",2021,"HOP",0.00172600664923102
2023,"Other","FRCC",2021,"HOP",0.00169354394025568
2024,"Other","FRCC",2021,"HOP",0.00162147637867041
2025,"Other","FRCC",2021,"HOP",0.00152620722645972
2026,"Other","FRCC",2021,"HOP",0.00149072259679622
2027,"Other","FRCC",2021,"HOP",0.00146521418564011
2028,"Other","FRCC",2021,"HOP",0.00111304647264341
2029,"Other","FRCC",2021,"HOP",0.00109399160672211
2030,"Other","FRCC",2021,"HOP",0.00115504649043167
2031,"Other","FRCC",2021,"HOP",0.00117692690623588
2032,"Other","FRCC",2021,"HOP",0.00118856401394777
2033,"Other","FRCC",2021,"HOP",0.00124447738792964
2034,"Other","FRCC",2021,"HOP",0.00130358677265454
2035,"Other","FRCC",2021,"HOP",0.00134836941610219
2036,"Other","FRCC",2021,"HOP",0.00140542099623105
2037,"Other","FRCC",2021,"HOP",0.0012961424145869
2038,"Other","FRCC",2021,"HOP",0.00133729013856391
2039,"Other","FRCC",2021,"HOP",0.00138949034238351
2040,"Other","FRCC",2021,"HOP",0.00142942895710627
2041,"Other","FRCC",2021,"HOP",0.0014901905623563
2042,"Other","FRCC",2021,"HOP",0.00150020168926005
2043,"Other","FRCC",2021,"HOP",0.00156771239247718
2044,"Other","FRCC",2021,"HOP",0.00162992559376295
2045,"Other","FRCC",2021,"HOP",0.00169228633747715
2046,"Other","FRCC",2021,"HOP",0.00174441343949167
2047,"Other","FRCC",2021,"HOP",0.00180219744614946
2048,"Other","FRCC",2021,"HOP",0.00186556791768461
2049,"Other","FRCC",2021,"HOP",0.00192254249226764
2050,"Other","FRCC",2021,"HOP",0.00198136594900863
2020,"Renewable","FRCC",2021,"HOP",0.0438753418355292
2021,"Renewable","FRCC",2021,"HOP",0.0556939853041031
2022,"Renewable","FRCC",2021,"HOP",0.0746321418833157
2023,"Renewable","FRCC",2021,"HOP",0.089101515882652
2024,"Renewable","FRCC",2021,"HOP",0.130934640605911
2025,"Renewable","FRCC",2021,"HOP",0.134991360015323
2026,"Renewable","FRCC",2021,"HOP",0.14417879545013
2027,"Renewable","FRCC",2021,"HOP",0.230104885127221
2028,"Renewable","FRCC",2021,"HOP",0.257765889881285
2029,"Renewable","FRCC",2021,"HOP",0.296586460184126
2030,"Renewable","FRCC",2021,"HOP",0.310243632123609
2031,"Renewable","FRCC",2021,"HOP",0.307656727332496
2032,"Renewable","FRCC",2021,"HOP",0.308152961489733
2033,"Renewable","FRCC",2021,"HOP",0.309218485714378
2034,"Renewable","FRCC",2021,"HOP",0.307965627455261
2035,"Renewable","FRCC",2021,"HOP",0.305602968423973
2036,"Renewable","FRCC",2021,"HOP",0.30613965928478
2037,"Renewable","FRCC",2021,"HOP",0.300426174286965
2038,"Renewable","FRCC",2021,"HOP",0.301826088848954
2039,"Renewable","FRCC",2021,"HOP",0.302025130131997
2040,"Renewable","FRCC",2021,"HOP",0.298095332055209
2041,"Renewable","FRCC",2021,"HOP",0.297390363693699
2042,"Renewable","FRCC",2021,"HOP",0.301099826247148
2043,"Renewable","FRCC",2021,"HOP",0.299565429011829
2044,"Renewable","FRCC",2021,"HOP",0.296687106291288
2045,"Renewable","FRCC",2021,"HOP",0.296322403963555
2046,"Renewable","FRCC",2021,"HOP",0.291729602740738
2047,"Renewable","FRCC",2021,"HOP",0.289489438045364
2048,"Renewable","FRCC",2021,"HOP",0.290437864835761
2049,"Renewable","FRCC",2021,"HOP",0.288325663104354
2050,"Renewable","FRCC",2021,"HOP",0.286073776793568
2020,"Coal","ISNE",2021,"HOP",0
2021,"Coal","ISNE",2021,"HOP",0
2022,"Coal","ISNE",2021,"HOP",0
2023,"Coal","ISNE",2021,"HOP",0
2024,"Coal","ISNE",2021,"HOP",0
2025,"Coal","ISNE",2021,"HOP",0
2026,"Coal","ISNE",2021,"HOP",0
2027,"Coal","ISNE",2021,"HOP",0
2028,"Coal","ISNE",2021,"HOP",0
2029,"Coal","ISNE",2021,"HOP",0
2030,"Coal","ISNE",2021,"HOP",0
2031,"Coal","ISNE",2021,"HOP",0
2032,"Coal","ISNE",2021,"HOP",0
2033,"Coal","ISNE",2021,"HOP",0
2034,"Coal","ISNE",2021,"HOP",0
2035,"Coal","ISNE",2021,"HOP",0
2036,"Coal","ISNE",2021,"HOP",0
2037,"Coal","ISNE",2021,"HOP",0
2038,"Coal","ISNE",2021,"HOP",0
2039,"Coal","ISNE",2021,"HOP",0
2040,"Coal","ISNE",2021,"HOP",0
2041,"Coal","ISNE",2021,"HOP",0
2042,"Coal","ISNE",2021,"HOP",0
2043,"Coal","ISNE",2021,"HOP",0
2044,"Coal","ISNE",2021,"HOP",0
2045,"Coal","ISNE",2021,"HOP",0
2046,"Coal","ISNE",2021,"HOP",0
2047,"Coal","ISNE",2021,"HOP",0
2048,"Coal","ISNE",2021,"HOP",0
2049,"Coal","ISNE",2021,"HOP",0
2050,"Coal","ISNE",2021,"HOP",0
2020,"Natural Gas","ISNE",2021,"HOP",0.502859001964099
2021,"Natural Gas","ISNE",2021,"HOP",0.465702005394318
2022,"Natural Gas","ISNE",2021,"HOP",0.452032862015475
2023,"Natural Gas","ISNE",2021,"HOP",0.353826546299581
2024,"Natural Gas","ISNE",2021,"HOP",0.312324201410651
2025,"Natural Gas","ISNE",2021,"HOP",0.305168473341717
2026,"Natural Gas","ISNE",2021,"HOP",0.303970199448391
2027,"Natural Gas","ISNE",2021,"HOP",0.274355356336429
2028,"Natural Gas","ISNE",2021,"HOP",0.268642781166539
2029,"Natural Gas","ISNE",2021,"HOP",0.255884000940861
2030,"Natural Gas","ISNE",2021,"HOP",0.20298633406304
2031,"Natural Gas","ISNE",2021,"HOP",0.200937618257113
2032,"Natural Gas","ISNE",2021,"HOP",0.208957250096139
2033,"Natural Gas","ISNE",2021,"HOP",0.212121058241076
2034,"Natural Gas","ISNE",2021,"HOP",0.21528317858491
2035,"Natural Gas","ISNE",2021,"HOP",0.20898049992118
2036,"Natural Gas","ISNE",2021,"HOP",0.209921714451849
2037,"Natural Gas","ISNE",2021,"HOP",0.213164760978605
2038,"Natural Gas","ISNE",2021,"HOP",0.216310561559293
2039,"Natural Gas","ISNE",2021,"HOP",0.219080176352581
2040,"Natural Gas","ISNE",2021,"HOP",0.222889704830189
2041,"Natural Gas","ISNE",2021,"HOP",0.224029437613113
2042,"Natural Gas","ISNE",2021,"HOP",0.225816982780351
2043,"Natural Gas","ISNE",2021,"HOP",0.229451939869162
2044,"Natural Gas","ISNE",2021,"HOP",0.224518643864509
2045,"Natural Gas","ISNE",2021,"HOP",0.217982143296248
2046,"Natural Gas","ISNE",2021,"HOP",0.218351440352613
2047,"Natural Gas","ISNE",2021,"HOP",0.218616479422999
2048,"Natural Gas","ISNE",2021,"HOP",0.219294863689554
2049,"Natural Gas","ISNE",2021,"HOP",0.217346176637126
2050,"Natural Gas","ISNE",2021,"HOP",0.21838370982431
2020,"Nuclear","ISNE",2021,"HOP",0.287615861604854
2021,"Nuclear","ISNE",2021,"HOP",0.300948813990257
2022,"Nuclear","ISNE",2021,"HOP",0.307000701445131
2023,"Nuclear","ISNE",2021,"HOP",0.304299727975587
2024,"Nuclear","ISNE",2021,"HOP",0.296268105665006
2025,"Nuclear","ISNE",2021,"HOP",0.295282674751046
2026,"Nuclear","ISNE",2021,"HOP",0.293815043203359
2027,"Nuclear","ISNE",2021,"HOP",0.28724095911267
2028,"Nuclear","ISNE",2021,"HOP",0.284263161107517
2029,"Nuclear","ISNE",2021,"HOP",0.282125878938539
2030,"Nuclear","ISNE",2021,"HOP",0.27375704131546
2031,"Nuclear","ISNE",2021,"HOP",0.268440321578387
2032,"Nuclear","ISNE",2021,"HOP",0.265570280585883
2033,"Nuclear","ISNE",2021,"HOP",0.26338877108887
2034,"Nuclear","ISNE",2021,"HOP",0.260769580671089
2035,"Nuclear","ISNE",2021,"HOP",0.261203088983702
2036,"Nuclear","ISNE",2021,"HOP",0.258620564746537
2037,"Nuclear","ISNE",2021,"HOP",0.2556543599005
2038,"Nuclear","ISNE",2021,"HOP",0.254253454149729
2039,"Nuclear","ISNE",2021,"HOP",0.251544950498249
2040,"Nuclear","ISNE",2021,"HOP",0.249653260463947
2041,"Nuclear","ISNE",2021,"HOP",0.247791414276475
2042,"Nuclear","ISNE",2021,"HOP",0.245949143429895
2043,"Nuclear","ISNE",2021,"HOP",0.244500844867839
2044,"Nuclear","ISNE",2021,"HOP",0.244211159442497
2045,"Nuclear","ISNE",2021,"HOP",0.244097622856873
2046,"Nuclear","ISNE",2021,"HOP",0.241274893541396
2047,"Nuclear","ISNE",2021,"HOP",0.238585460462873
2048,"Nuclear","ISNE",2021,"HOP",0.237746048901321
2049,"Nuclear","ISNE",2021,"HOP",0.237448208816706
2050,"Nuclear","ISNE",2021,"HOP",0.234572182515997
2020,"Other","ISNE",2021,"HOP",0.000614910509787451
2021,"Other","ISNE",2021,"HOP",2.66091138727906e-05
2022,"Other","ISNE",2021,"HOP",0.000233119383055745
2023,"Other","ISNE",2021,"HOP",0.000340409155589697
2024,"Other","ISNE",2021,"HOP",0.000410843550810934
2025,"Other","ISNE",2021,"HOP",0.000536612244051454
2026,"Other","ISNE",2021,"HOP",0.00058004519283673
2027,"Other","ISNE",2021,"HOP",0.000679663746825881
2028,"Other","ISNE",2021,"HOP",0.000808704440633016
2029,"Other","ISNE",2021,"HOP",0.000914500112074419
2030,"Other","ISNE",2021,"HOP",0.000960737243889932
2031,"Other","ISNE",2021,"HOP",0.00105331558983065
2032,"Other","ISNE",2021,"HOP",0.00112996059259976
2033,"Other","ISNE",2021,"HOP",0.00122838967997111
2034,"Other","ISNE",2021,"HOP",0.00132725321116014
2035,"Other","ISNE",2021,"HOP",0.00165108099089875
2036,"Other","ISNE",2021,"HOP",0.00192375039461847
2037,"Other","ISNE",2021,"HOP",0.00219054413318345
2038,"Other","ISNE",2021,"HOP",0.00250085355483006
2039,"Other","ISNE",2021,"HOP",0.00281562767233813
2040,"Other","ISNE",2021,"HOP",0.00314262253128836
2041,"Other","ISNE",2021,"HOP",0.00347966801993254
2042,"Other","ISNE",2021,"HOP",0.00382495143144184
2043,"Other","ISNE",2021,"HOP",0.00417725003984867
2044,"Other","ISNE",2021,"HOP",0.00454730254147711
2045,"Other","ISNE",2021,"HOP",0.00488266984739832
2046,"Other","ISNE",2021,"HOP",0.00528583862829202
2047,"Other","ISNE",2021,"HOP",0.00565102178204767
2048,"Other","ISNE",2021,"HOP",0.00602866274803845
2049,"Other","ISNE",2021,"HOP",0.00640195518418525
2050,"Other","ISNE",2021,"HOP",0.00678792921378504
2020,"Renewable","ISNE",2021,"HOP",0.208910225921259
2021,"Renewable","ISNE",2021,"HOP",0.233322571501552
2022,"Renewable","ISNE",2021,"HOP",0.240733317156338
2023,"Renewable","ISNE",2021,"HOP",0.341533316569243
2024,"Renewable","ISNE",2021,"HOP",0.390996849373532
2025,"Renewable","ISNE",2021,"HOP",0.399012239663186
2026,"Renewable","ISNE",2021,"HOP",0.401634712155414
2027,"Renewable","ISNE",2021,"HOP",0.437724020804076
2028,"Renewable","ISNE",2021,"HOP",0.44628535328531
2029,"Renewable","ISNE",2021,"HOP",0.461075620008525
2030,"Renewable","ISNE",2021,"HOP",0.52229588737761
2031,"Renewable","ISNE",2021,"HOP",0.52956874457467
2032,"Renewable","ISNE",2021,"HOP",0.524342508725378
2033,"Renewable","ISNE",2021,"HOP",0.523261780990082
2034,"Renewable","ISNE",2021,"HOP",0.52261998753284
2035,"Renewable","ISNE",2021,"HOP",0.528165330104219
2036,"Renewable","ISNE",2021,"HOP",0.529533970406995
2037,"Renewable","ISNE",2021,"HOP",0.528990334987712
2038,"Renewable","ISNE",2021,"HOP",0.526935130736148
2039,"Renewable","ISNE",2021,"HOP",0.526559245476831
2040,"Renewable","ISNE",2021,"HOP",0.524314412174575
2041,"Renewable","ISNE",2021,"HOP",0.524699480090479
2042,"Renewable","ISNE",2021,"HOP",0.524408922358312
2043,"Renewable","ISNE",2021,"HOP",0.52186996522315
2044,"Renewable","ISNE",2021,"HOP",0.526722894151517
2045,"Renewable","ISNE",2021,"HOP",0.53303756399948
2046,"Renewable","ISNE",2021,"HOP",0.535087827477699
2047,"Renewable","ISNE",2021,"HOP",0.53714703833208
2048,"Renewable","ISNE",2021,"HOP",0.536930424661087
2049,"Renewable","ISNE",2021,"HOP",0.538803659361982
2050,"Renewable","ISNE",2021,"HOP",0.540256178445908
2020,"Coal","MISC",2021,"HOP",0.70720429346958
2021,"Coal","MISC",2021,"HOP",0.742170868880143
2022,"Coal","MISC",2021,"HOP",0.726472865437111
2023,"Coal","MISC",2021,"HOP",0.597001550302123
2024,"Coal","MISC",2021,"HOP",0.488249459172207
2025,"Coal","MISC",2021,"HOP",0.434035017425397
2026,"Coal","MISC",2021,"HOP",0.443398279492514
2027,"Coal","MISC",2021,"HOP",0.439074181259508
2028,"Coal","MISC",2021,"HOP",0.444015073002517
2029,"Coal","MISC",2021,"HOP",0.448906334793777
2030,"Coal","MISC",2021,"HOP",0.449917549888169
2031,"Coal","MISC",2021,"HOP",0.446573994634665
2032,"Coal","MISC",2021,"HOP",0.44693352751614
2033,"Coal","MISC",2021,"HOP",0.458022258474171
2034,"Coal","MISC",2021,"HOP",0.453133452453621
2035,"Coal","MISC",2021,"HOP",0.450490794732287
2036,"Coal","MISC",2021,"HOP",0.450779521641389
2037,"Coal","MISC",2021,"HOP",0.447144089230147
2038,"Coal","MISC",2021,"HOP",0.441520878455267
2039,"Coal","MISC",2021,"HOP",0.433232024324614
2040,"Coal","MISC",2021,"HOP",0.431403141352835
2041,"Coal","MISC",2021,"HOP",0.427638451077873
2042,"Coal","MISC",2021,"HOP",0.424763643029846
2043,"Coal","MISC",2021,"HOP",0.423260872014523
2044,"Coal","MISC",2021,"HOP",0.421627829025115
2045,"Coal","MISC",2021,"HOP",0.420749634532628
2046,"Coal","MISC",2021,"HOP",0.41900769492501
2047,"Coal","MISC",2021,"HOP",0.416513132874488
2048,"Coal","MISC",2021,"HOP",0.41447919566448
2049,"Coal","MISC",2021,"HOP",0.410873779780525
2050,"Coal","MISC",2021,"HOP",0.412451729126601
2020,"Natural Gas","MISC",2021,"HOP",0.111788980467093
2021,"Natural Gas","MISC",2021,"HOP",0.0642315660593785
2022,"Natural Gas","MISC",2021,"HOP",0.0670329354980759
2023,"Natural Gas","MISC",2021,"HOP",0.111997550238984
2024,"Natural Gas","MISC",2021,"HOP",0.106715452930433
2025,"Natural Gas","MISC",2021,"HOP",0.153077066317761
2026,"Natural Gas","MISC",2021,"HOP",0.168573013010875
2027,"Natural Gas","MISC",2021,"HOP",0.161917613248461
2028,"Natural Gas","MISC",2021,"HOP",0.14268031315141
2029,"Natural Gas","MISC",2021,"HOP",0.125940773207494
2030,"Natural Gas","MISC",2021,"HOP",0.121405089555935
2031,"Natural Gas","MISC",2021,"HOP",0.121078911263468
2032,"Natural Gas","MISC",2021,"HOP",0.115092520877234
2033,"Natural Gas","MISC",2021,"HOP",0.126784648932601
2034,"Natural Gas","MISC",2021,"HOP",0.128356974012758
2035,"Natural Gas","MISC",2021,"HOP",0.125044329376417
2036,"Natural Gas","MISC",2021,"HOP",0.11636832486647
2037,"Natural Gas","MISC",2021,"HOP",0.115509281166233
2038,"Natural Gas","MISC",2021,"HOP",0.118006545019724
2039,"Natural Gas","MISC",2021,"HOP",0.123688249008116
2040,"Natural Gas","MISC",2021,"HOP",0.124434355446188
2041,"Natural Gas","MISC",2021,"HOP",0.125543164996437
2042,"Natural Gas","MISC",2021,"HOP",0.124618582819571
2043,"Natural Gas","MISC",2021,"HOP",0.125316818104264
2044,"Natural Gas","MISC",2021,"HOP",0.12560008659402
2045,"Natural Gas","MISC",2021,"HOP",0.126048794306836
2046,"Natural Gas","MISC",2021,"HOP",0.126138704729863
2047,"Natural Gas","MISC",2021,"HOP",0.126404481091661
2048,"Natural Gas","MISC",2021,"HOP",0.126949837713607
2049,"Natural Gas","MISC",2021,"HOP",0.134935644636387
2050,"Natural Gas","MISC",2021,"HOP",0.128235512623338
2020,"Nuclear","MISC",2021,"HOP",0.109104324473672
2021,"Nuclear","MISC",2021,"HOP",0.100702889918377
2022,"Nuclear","MISC",2021,"HOP",0.0986634912391991
2023,"Nuclear","MISC",2021,"HOP",0.0993857487402678
2024,"Nuclear","MISC",2021,"HOP",0.0964439626926739
2025,"Nuclear","MISC",2021,"HOP",0.0826178550290138
2026,"Nuclear","MISC",2021,"HOP",0.0396249089774554
2027,"Nuclear","MISC",2021,"HOP",0.0394525260899496
2028,"Nuclear","MISC",2021,"HOP",0.0396479689780691
2029,"Nuclear","MISC",2021,"HOP",0.0401444977660592
2030,"Nuclear","MISC",2021,"HOP",0.0399885741325296
2031,"Nuclear","MISC",2021,"HOP",0.03973493081453
2032,"Nuclear","MISC",2021,"HOP",0.0396378492514056
2033,"Nuclear","MISC",2021,"HOP",0
2034,"Nuclear","MISC",2021,"HOP",0
2035,"Nuclear","MISC",2021,"HOP",0
2036,"Nuclear","MISC",2021,"HOP",0
2037,"Nuclear","MISC",2021,"HOP",0
2038,"Nuclear","MISC",2021,"HOP",0
2039,"Nuclear","MISC",2021,"HOP",0
2040,"Nuclear","MISC",2021,"HOP",0
2041,"Nuclear","MISC",2021,"HOP",0
2042,"Nuclear","MISC",2021,"HOP",0
2043,"Nuclear","MISC",2021,"HOP",0
2044,"Nuclear","MISC",2021,"HOP",0
2045,"Nuclear","MISC",2021,"HOP",0
2046,"Nuclear","MISC",2021,"HOP",0
2047,"Nuclear","MISC",2021,"HOP",0
2048,"Nuclear","MISC",2021,"HOP",0
2049,"Nuclear","MISC",2021,"HOP",0
2050,"Nuclear","MISC",2021,"HOP",0
2020,"Other","MISC",2021,"HOP",0.00285168269603422
2021,"Other","MISC",2021,"HOP",0.00294725767325197
2022,"Other","MISC",2021,"HOP",0.00287427275937352
2023,"Other","MISC",2021,"HOP",0.00235559639343738
2024,"Other","MISC",2021,"HOP",0.00194395543048999
2025,"Other","MISC",2021,"HOP",0.00173187792688183
2026,"Other","MISC",2021,"HOP",0.00176389784489126
2027,"Other","MISC",2021,"HOP",0.00174514251693898
2028,"Other","MISC",2021,"HOP",0.00175471384787302
2029,"Other","MISC",2021,"HOP",0.00177911092102857
2030,"Other","MISC",2021,"HOP",0.00177874861686238
2031,"Other","MISC",2021,"HOP",0.00176177140787561
2032,"Other","MISC",2021,"HOP",0.00175416827008457
2033,"Other","MISC",2021,"HOP",0.00180345253299741
2034,"Other","MISC",2021,"HOP",0.0017751769158273
2035,"Other","MISC",2021,"HOP",0.00176640005479265
2036,"Other","MISC",2021,"HOP",0.00176886479140998
2037,"Other","MISC",2021,"HOP",0.0017551498781115
2038,"Other","MISC",2021,"HOP",0.0017323608620661
2039,"Other","MISC",2021,"HOP",0.00169978996814724
2040,"Other","MISC",2021,"HOP",0.00170947572688877
2041,"Other","MISC",2021,"HOP",0.00171195766685457
2042,"Other","MISC",2021,"HOP",0.00171348160646112
2043,"Other","MISC",2021,"HOP",0.00172514713622512
2044,"Other","MISC",2021,"HOP",0.00173674706983582
2045,"Other","MISC",2021,"HOP",0.00175275655270654
2046,"Other","MISC",2021,"HOP",0.00176563015429573
2047,"Other","MISC",2021,"HOP",0.00177336854938309
2048,"Other","MISC",2021,"HOP",0.0017837892875119
2049,"Other","MISC",2021,"HOP",0.00178016189592554
2050,"Other","MISC",2021,"HOP",0.00180755766232866
2020,"Renewable","MISC",2021,"HOP",0.0690507188936206
2021,"Renewable","MISC",2021,"HOP",0.0899474174688492
2022,"Renewable","MISC",2021,"HOP",0.10495643506624
2023,"Renewable","MISC",2021,"HOP",0.189259554325188
2024,"Renewable","MISC",2021,"HOP",0.306647169774196
2025,"Renewable","MISC",2021,"HOP",0.328538183300947
2026,"Renewable","MISC",2021,"HOP",0.346639900674264
2027,"Renewable","MISC",2021,"HOP",0.357810536885143
2028,"Renewable","MISC",2021,"HOP",0.37190193102013
2029,"Renewable","MISC",2021,"HOP",0.383229283311642
2030,"Renewable","MISC",2021,"HOP",0.386910037806505
2031,"Renewable","MISC",2021,"HOP",0.390850391879461
2032,"Renewable","MISC",2021,"HOP",0.396581934085136
2033,"Renewable","MISC",2021,"HOP",0.41338964006023
2034,"Renewable","MISC",2021,"HOP",0.416734396617793
2035,"Renewable","MISC",2021,"HOP",0.422698475836503
2036,"Renewable","MISC",2021,"HOP",0.43108328870073
2037,"Renewable","MISC",2021,"HOP",0.435591479725508
2038,"Renewable","MISC",2021,"HOP",0.438740215662943
2039,"Renewable","MISC",2021,"HOP",0.441379936699123
2040,"Renewable","MISC",2021,"HOP",0.442453027474088
2041,"Renewable","MISC",2021,"HOP",0.445106426258835
2042,"Renewable","MISC",2021,"HOP",0.448904292544122
2043,"Renewable","MISC",2021,"HOP",0.449697162744988
2044,"Renewable","MISC",2021,"HOP",0.451035337311029
2045,"Renewable","MISC",2021,"HOP",0.451448814607829
2046,"Renewable","MISC",2021,"HOP",0.453087970190831
2047,"Renewable","MISC",2021,"HOP",0.455309017484468
2048,"Renewable","MISC",2021,"HOP",0.456787177334401
2049,"Renewable","MISC",2021,"HOP",0.452410413687163
2050,"Renewable","MISC",2021,"HOP",0.457505200587731
2020,"Coal","MISE",2021,"HOP",0.453561557877282
2021,"Coal","MISE",2021,"HOP",0.486828558411293
