Technology,Region,Aeo_case,Aeo_year,Data_type,Size,Year,Unit,Value
ICEV-D,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,30859
ICEV-G,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,1024502
PHEV20,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,10432
PHEV40,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,16230
BEV100,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,6395
BEV300,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,49054
CNG,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,556
FCV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,2329
FFV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,14954
HEV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,40939
ICEV-D,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,11698
ICEV-G,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,437027
PHEV20,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,6980
PHEV40,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,7985
BEV100,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,3899
BEV300,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,33950
CNG,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,314
FCV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,1351
FFV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,11346
HEV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,35373
ICEV-D,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,10813
ICEV-G,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,360128
PHEV20,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,4228
PHEV40,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,4697
BEV100,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,14343
BEV300,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,179568
CNG,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,928
FCV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,3788
FFV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,36872
HEV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,128244
ICEV-D,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,39056
ICEV-G,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,1177862
PHEV20,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,12621
PHEV40,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,18023
BEV100,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,17544
BEV300,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,165125
CNG,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,1362
FCV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,5820
FFV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,45390
HEV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,137384
ICEV-D,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,41653
ICEV-G,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,1412195
PHEV20,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,18247
PHEV40,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,23864
BEV100,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,83366
BEV300,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,821026
CNG,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,6554
FCV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,26872
FFV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,217352
HEV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,673079
ICEV-D,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,199519
ICEV-G,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,6799346
PHEV20,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,84906
PHEV40,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,112136
BEV100,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,4787
BEV300,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,35845
CNG,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,409
FCV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,1780
FFV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,11737
HEV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,32384
ICEV-D,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,9266
ICEV-G,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,346128
PHEV20,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,5343
PHEV40,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,5924
BEV100,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,9294
BEV300,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,87663
CNG,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,742
FCV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,3112
FFV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,23954
HEV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,70736
ICEV-D,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,19586
ICEV-G,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,742806
PHEV20,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,9736
PHEV40,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2031,vehicle,13137
BEV100,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,10676
BEV300,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,10140
CNG,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1765
FCV,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3817
FFV,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,110362
HEV,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,16033
ICEV-D,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,34261
ICEV-G,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1074694
PHEV20,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,11587
PHEV40,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,6638
BEV100,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,4170
BEV300,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,4309
CNG,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,681
FCV,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1622
FFV,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,37380
HEV,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5191
ICEV-D,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,9195
ICEV-G,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,333869
PHEV20,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,4737
PHEV40,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,2774
BEV100,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,9474
BEV300,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,8100
CNG,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1519
FCV,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3050
FFV,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,103245
HEV,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,15873
ICEV-D,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,37280
ICEV-G,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1048718
PHEV20,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,9725
PHEV40,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5412
BEV100,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5913
BEV300,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,6047
CNG,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1088
FCV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,2275
FFV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,49973
HEV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,7087
ICEV-D,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,13525
ICEV-G,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,434747
PHEV20,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,6666
PHEV40,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3905
BEV100,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3589
BEV300,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3505
CNG,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,556
FCV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1320
FFV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,37511
HEV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5685
ICEV-D,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,13651
ICEV-G,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,360646
PHEV20,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,4009
PHEV40,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,2269
BEV100,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,10872
BEV300,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,9822
CNG,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1706
FCV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3699
FFV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,102095
HEV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,16054
ICEV-D,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,35438
ICEV-G,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,968971
PHEV20,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,11324
PHEV40,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,6404
BEV100,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,15745
BEV300,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,15107
CNG,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,2380
FCV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5687
FFV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,152184
HEV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,22266
ICEV-D,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,48257
ICEV-G,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1439723
PHEV20,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,17164
PHEV40,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,9861
BEV100,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,73271
BEV300,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,69735
CNG,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,11860
FCV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,26253
FFV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,720427
HEV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,106072
ICEV-D,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,225266
ICEV-G,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,6874784
PHEV20,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,79440
PHEV40,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,45521
BEV100,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,4479
BEV300,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,4620
CNG,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,729
FCV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1739
FFV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,41750
HEV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5823
ICEV-D,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,11258
ICEV-G,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,379565
PHEV20,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5094
PHEV40,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,2974
BEV100,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,8350
BEV300,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,8080
CNG,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,1434
FCV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,3040
FFV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,85924
HEV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,12057
ICEV-D,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,22398
ICEV-G,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,833848
PHEV20,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,9130
PHEV40,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2031,vehicle,5279
BEV100,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,12182
BEV300,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,120561
CNG,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,953
FCV,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,3952
FFV,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,31892
HEV,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,99252
ICEV-D,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,29253
ICEV-G,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1000553
PHEV20,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,12564
PHEV40,East North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,17629
BEV100,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,4539
BEV300,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,37011
CNG,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,388
FCV,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1677
FFV,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,10856
HEV,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,30153
ICEV-D,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,8136
ICEV-G,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,316664
PHEV20,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,5046
PHEV40,East South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,5827
BEV100,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,10909
BEV300,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,132974
CNG,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,941
FCV,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,3151
FFV,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,31421
HEV,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,106308
ICEV-D,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,31433
ICEV-G,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1037657
PHEV20,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,10606
PHEV40,Middle Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,17013
BEV100,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,6563
BEV300,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,52950
CNG,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,572
FCV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,2377
FFV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,15254
HEV,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,42468
ICEV-D,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,11971
ICEV-G,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,444144
PHEV20,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,7150
PHEV40,Mountain,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,8406
BEV100,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,3970
BEV300,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,36559
CNG,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,320
FCV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1365
FFV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,11515
HEV,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,36576
ICEV-D,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,11038
ICEV-G,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,365155
PHEV20,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,4298
PHEV40,New England,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,4919
BEV100,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,14384
BEV300,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,189784
CNG,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,937
FCV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,3785
FFV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,37160
HEV,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,131925
ICEV-D,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,39819
ICEV-G,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1188270
PHEV20,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,12713
PHEV40,Pacific,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,18806
BEV100,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,17961
BEV300,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,178245
CNG,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1395
FCV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,5914
FFV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,46130
HEV,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,142057
ICEV-D,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,42447
ICEV-G,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1431862
PHEV20,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,18633
PHEV40,South Atlantic,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,25163
BEV100,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,84922
BEV300,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,881498
CNG,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,6689
FCV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,27193
FFV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,220568
HEV,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,695637
ICEV-D,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,203612
ICEV-G,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,6890704
PHEV20,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,86405
PHEV40,United States,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,117852
BEV100,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,4887
BEV300,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,38725
CNG,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,418
FCV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,1804
FFV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,11946
HEV,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,33592
ICEV-D,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,9491
ICEV-G,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,351645
PHEV20,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,5442
PHEV40,West North Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,6221
BEV100,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,9523
BEV300,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,94685
CNG,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,761
FCV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,3164
FFV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,24388
HEV,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,73302
ICEV-D,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,20021
ICEV-G,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,754749
PHEV20,West South Central,LOP,AEO2019,Light-Duty Vehicle Sales ,Car,2032,vehicle,9949
