"Year","Unit","Source","Region","Aeo_year","Aeo_case","Value","Mix"
2036,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.566000376594876
2037,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.565089134399169
2038,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.563133587151498
2039,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.561615267073539
2040,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.559158872760919
2041,"BkWh","Nuclear","PJMC",2021,"HOP",55.681007,0.559467265371555
2042,"BkWh","Nuclear","PJMC",2021,"HOP",56.170059,0.556374064996388
2043,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.554824546371428
2044,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.552866152478116
2045,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.546577513002618
2046,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.544973876479916
2047,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.540470144670465
2048,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.535017213594376
2049,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.532701137722131
2050,"BkWh","Nuclear","PJMC",2021,"HOP",56.659111,0.530087354639786
2020,"BkWh","Petroleum","PJMC",2021,"HOP",0.005658,4.97522582869232e-05
2021,"BkWh","Petroleum","PJMC",2021,"HOP",0.01941,0.000174900725816386
2022,"BkWh","Petroleum","PJMC",2021,"HOP",0.038952,0.000443899388548877
2023,"BkWh","Petroleum","PJMC",2021,"HOP",0.019557,0.000219051663665856
2024,"BkWh","Petroleum","PJMC",2021,"HOP",0.012039,0.00013720645380683
2025,"BkWh","Petroleum","PJMC",2021,"HOP",0.009641,0.000111863822660765
2026,"BkWh","Petroleum","PJMC",2021,"HOP",0.013922,0.000158066939202893
2027,"BkWh","Petroleum","PJMC",2021,"HOP",0.00648,7.00104099429303e-05
2028,"BkWh","Petroleum","PJMC",2021,"HOP",0.006582,6.93273671772645e-05
2029,"BkWh","Petroleum","PJMC",2021,"HOP",0.006702,7.02514891151125e-05
2030,"BkWh","Petroleum","PJMC",2021,"HOP",0.0078,8.08899143333288e-05
2031,"BkWh","Petroleum","PJMC",2021,"HOP",0.007796,8.02846178266309e-05
2032,"BkWh","Petroleum","PJMC",2021,"HOP",0.006806,7.03668963681614e-05
2033,"BkWh","Petroleum","PJMC",2021,"HOP",0.00687,7.06864736956802e-05
2034,"BkWh","Petroleum","PJMC",2021,"HOP",0.007785,7.84918126385006e-05
2035,"BkWh","Petroleum","PJMC",2021,"HOP",0.007202,7.32356592132656e-05
2036,"BkWh","Petroleum","PJMC",2021,"HOP",0.00768,7.80676055705791e-05
2037,"BkWh","Petroleum","PJMC",2021,"HOP",0.007773,7.88857471935581e-05
2038,"BkWh","Petroleum","PJMC",2021,"HOP",0.008211,8.30424974911275e-05
2039,"BkWh","Petroleum","PJMC",2021,"HOP",0.007689,7.75535505047249e-05
2040,"BkWh","Petroleum","PJMC",2021,"HOP",0.007688,7.72043044010671e-05
2041,"BkWh","Petroleum","PJMC",2021,"HOP",0.007687,7.72368371303188e-05
2042,"BkWh","Petroleum","PJMC",2021,"HOP",0.006878,6.81277692630723e-05
2043,"BkWh","Petroleum","PJMC",2021,"HOP",0.006877,6.73418332560196e-05
2044,"BkWh","Petroleum","PJMC",2021,"HOP",0.006876,6.70943754207425e-05
2045,"BkWh","Petroleum","PJMC",2021,"HOP",0.006874,6.63119092069764e-05
2046,"BkWh","Petroleum","PJMC",2021,"HOP",0.006496,6.24815716154377e-05
2047,"BkWh","Petroleum","PJMC",2021,"HOP",0.006871,6.55423337657162e-05
2048,"BkWh","Petroleum","PJMC",2021,"HOP",0.006426,6.06790426796047e-05
2049,"BkWh","Petroleum","PJMC",2021,"HOP",0.005272,4.9566616004107e-05
2050,"BkWh","Petroleum","PJMC",2021,"HOP",0.005271,4.93140537680924e-05
2020,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.021249,-0.000186847956228143
2021,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.025154,-0.000226659085893116
2022,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.04573,-0.000521141893570039
2023,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.025516,-0.000285796505092702
2024,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.024722,-0.000281752467066405
2025,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.030882,-0.000358321602677083
2026,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.036024,-0.000409007572033115
2027,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.034964,-0.000377753699574786
2028,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.024485,-0.000257897384584522
2029,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.037135,-0.000389255304131558
2030,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.035374,-0.000366846132003484
2031,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.032778,-0.000337553771565073
2032,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.033292,-0.000344204336451488
2033,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.039924,-0.000410784101284765
2034,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.042292,-0.000426406646128127
2035,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.038819,-0.000394742440294329
2036,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.044008,-0.000447343644003912
2037,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.046807,-0.000475029611332674
2038,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.048686,-0.000492389116167706
2039,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.051889,-0.000523367951897473
2040,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.052565,-0.000527867359630865
2041,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.056893,-0.000571645033804505
2042,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.059795,-0.000592279727113319
2043,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.063852,-0.000625259668033062
2044,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.065424,-0.000638391858279037
2045,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.06409,-0.000618261603298679
2046,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.055982,-0.000538461105630454
2047,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.056063,-0.000534783853574058
2048,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.076598,-0.000723294944160031
2049,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.05114,-0.000480811218218898
2050,"BkWh","Pumped Storage/Other","PJMC",2021,"HOP",-0.051523,-0.00048203528595967
2020,"BkWh","Renewable Sources","PJMC",2021,"HOP",11.885496,0.104512242287061
2021,"BkWh","Renewable Sources","PJMC",2021,"HOP",12.457641,0.112254016118494
2022,"BkWh","Renewable Sources","PJMC",2021,"HOP",12.911799,0.147143655811409
2023,"BkWh","Renewable Sources","PJMC",2021,"HOP",13.67402,0.153158297796195
2024,"BkWh","Renewable Sources","PJMC",2021,"HOP",13.685285,0.155968886467797
2025,"BkWh","Renewable Sources","PJMC",2021,"HOP",13.708663,0.159060620967555
2026,"BkWh","Renewable Sources","PJMC",2021,"HOP",13.721278,0.155787991338313
2027,"BkWh","Renewable Sources","PJMC",2021,"HOP",22.164373,0.239465561706484
2028,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.328836,0.256252529074362
2029,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.33515,0.255085127624534
2030,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.348642,0.252507636604217
2031,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.362978,0.250894353238663
2032,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.382044,0.252084743372311
2033,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.388021,0.250932053115895
2034,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.396797,0.245979295967056
2035,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.406588,0.248185581967034
2036,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.421871,0.248249608401506
2037,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.453466,0.248170582385471
2038,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.466944,0.247448074014804
2039,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.571234,0.247832804913827
2040,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.599115,0.247028819258176
2041,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.621321,0.247388182647365
2042,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.639605,0.244059512092649
2043,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.652765,0.241407938044182
2044,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.663301,0.240658635312504
2045,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.679375,0.238076298266646
2046,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.755121,0.238106352464644
2047,"BkWh","Renewable Sources","PJMC",2021,"HOP",24.901514,0.237535051937077
2048,"BkWh","Renewable Sources","PJMC",2021,"HOP",25.073244,0.236760106254613
2049,"BkWh","Renewable Sources","PJMC",2021,"HOP",25.124788,0.236219787363542
2050,"BkWh","Renewable Sources","PJMC",2021,"HOP",25.240103,0.236139593332231
2020,"BkWh","Coal","PJMD",2021,"HOP",8.00186,0.0741318896835555
2021,"BkWh","Coal","PJMD",2021,"HOP",7.881347,0.0748433392094939
2022,"BkWh","Coal","PJMD",2021,"HOP",7.918077,0.0739534336624537
2023,"BkWh","Coal","PJMD",2021,"HOP",8.144755,0.0762032941621338
2024,"BkWh","Coal","PJMD",2021,"HOP",8.325697,0.0797637752842574
2025,"BkWh","Coal","PJMD",2021,"HOP",0,0
2026,"BkWh","Coal","PJMD",2021,"HOP",0,0
2027,"BkWh","Coal","PJMD",2021,"HOP",0,0
2028,"BkWh","Coal","PJMD",2021,"HOP",0,0
2029,"BkWh","Coal","PJMD",2021,"HOP",0,0
2030,"BkWh","Coal","PJMD",2021,"HOP",0,0
2031,"BkWh","Coal","PJMD",2021,"HOP",0,0
2032,"BkWh","Coal","PJMD",2021,"HOP",0,0
2033,"BkWh","Coal","PJMD",2021,"HOP",0,0
2034,"BkWh","Coal","PJMD",2021,"HOP",0,0
2035,"BkWh","Coal","PJMD",2021,"HOP",0,0
2036,"BkWh","Coal","PJMD",2021,"HOP",0,0
2037,"BkWh","Coal","PJMD",2021,"HOP",0,0
2038,"BkWh","Coal","PJMD",2021,"HOP",0,0
2039,"BkWh","Coal","PJMD",2021,"HOP",0,0
2040,"BkWh","Coal","PJMD",2021,"HOP",0,0
2041,"BkWh","Coal","PJMD",2021,"HOP",0,0
2042,"BkWh","Coal","PJMD",2021,"HOP",0,0
2043,"BkWh","Coal","PJMD",2021,"HOP",0,0
2044,"BkWh","Coal","PJMD",2021,"HOP",0,0
2045,"BkWh","Coal","PJMD",2021,"HOP",0,0
2046,"BkWh","Coal","PJMD",2021,"HOP",0,0
2047,"BkWh","Coal","PJMD",2021,"HOP",0,0
2048,"BkWh","Coal","PJMD",2021,"HOP",0,0
2049,"BkWh","Coal","PJMD",2021,"HOP",0,0
2050,"BkWh","Coal","PJMD",2021,"HOP",0,0
2020,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2021,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2022,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2023,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2024,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2025,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2026,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2027,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2028,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2029,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2030,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2031,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2032,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2033,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2034,"BkWh","Distributed Generation","PJMD",2021,"HOP",0,0
2035,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.58209609479742e-05
2036,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.56667174675258e-05
2037,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.57157033975556e-05
2038,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.49975567147127e-05
2039,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.48815760223413e-05
2040,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.47889630045882e-05
2041,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.53471718485826e-05
2042,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.5324658648943e-05
2043,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.56562302136628e-05
2044,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.002988,2.57211812929401e-05
2045,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.006334,5.31311716020582e-05
2046,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.009915,8.18484140625333e-05
2047,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.013421,0.000110229954995609
2048,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.023137,0.000188598892494026
2049,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.033139,0.000260994251928248
2050,"BkWh","Distributed Generation","PJMD",2021,"HOP",0.043935,0.000339459054245673
2020,"BkWh","Natural Gas","PJMD",2021,"HOP",63.151779,0.585059063036379
2021,"BkWh","Natural Gas","PJMD",2021,"HOP",59.069427,0.560938778849788
2022,"BkWh","Natural Gas","PJMD",2021,"HOP",59.831833,0.558818699624733
2023,"BkWh","Natural Gas","PJMD",2021,"HOP",58.964539,0.551679223076889
2024,"BkWh","Natural Gas","PJMD",2021,"HOP",56.245224,0.538853552795486
2025,"BkWh","Natural Gas","PJMD",2021,"HOP",63.45977,0.61292374193638
2026,"BkWh","Natural Gas","PJMD",2021,"HOP",61.631897,0.604646967725021
2027,"BkWh","Natural Gas","PJMD",2021,"HOP",62.939613,0.608114071307002
2028,"BkWh","Natural Gas","PJMD",2021,"HOP",62.745419,0.60862063148957
2029,"BkWh","Natural Gas","PJMD",2021,"HOP",63.271568,0.608210197772135
2030,"BkWh","Natural Gas","PJMD",2021,"HOP",58.562622,0.588668630194749
2031,"BkWh","Natural Gas","PJMD",2021,"HOP",59.158661,0.590612607125086
2032,"BkWh","Natural Gas","PJMD",2021,"HOP",59.268429,0.590769305388889
2033,"BkWh","Natural Gas","PJMD",2021,"HOP",58.723877,0.579844677647343
2034,"BkWh","Natural Gas","PJMD",2021,"HOP",56.930809,0.489863615578188
2035,"BkWh","Natural Gas","PJMD",2021,"HOP",52.361206,0.452482147026384
2036,"BkWh","Natural Gas","PJMD",2021,"HOP",53.044666,0.455650085468967
2037,"BkWh","Natural Gas","PJMD",2021,"HOP",52.802601,0.454436420995808
2038,"BkWh","Natural Gas","PJMD",2021,"HOP",56.098019,0.469315064101583
2039,"BkWh","Natural Gas","PJMD",2021,"HOP",56.437542,0.469964856689117
2040,"BkWh","Natural Gas","PJMD",2021,"HOP",56.793133,0.47116562009761
2041,"BkWh","Natural Gas","PJMD",2021,"HOP",54.103771,0.458961707226694
2042,"BkWh","Natural Gas","PJMD",2021,"HOP",54.171413,0.459127357013358
2043,"BkWh","Natural Gas","PJMD",2021,"HOP",52.607506,0.451710269378396
2044,"BkWh","Natural Gas","PJMD",2021,"HOP",52.266609,0.449919319162053
2045,"BkWh","Natural Gas","PJMD",2021,"HOP",52.097816,0.437009473001019
2046,"BkWh","Natural Gas","PJMD",2021,"HOP",52.862484,0.436380280262838
2047,"BkWh","Natural Gas","PJMD",2021,"HOP",53.217514,0.437088456389105
2048,"BkWh","Natural Gas","PJMD",2021,"HOP",53.469597,0.435851959039715
2049,"BkWh","Natural Gas","PJMD",2021,"HOP",53.058369,0.417874085690212
2050,"BkWh","Natural Gas","PJMD",2021,"HOP",54.185993,0.418662249622002
2020,"BkWh","Nuclear","PJMD",2021,"HOP",29.031137,0.268954098856039
2021,"BkWh","Nuclear","PJMD",2021,"HOP",28.528509,0.270914207460742
2022,"BkWh","Nuclear","PJMD",2021,"HOP",28.961115,0.270491673286733
2023,"BkWh","Nuclear","PJMD",2021,"HOP",29.393721,0.275011141266089
2024,"BkWh","Nuclear","PJMD",2021,"HOP",29.393721,0.281604549938841
2025,"BkWh","Nuclear","PJMD",2021,"HOP",29.639357,0.286270586877769
2026,"BkWh","Nuclear","PJMD",2021,"HOP",29.884514,0.293185536249775
2027,"BkWh","Nuclear","PJMD",2021,"HOP",30.161486,0.291416219037272
2028,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.295248233789775
2029,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.292595580502589
2030,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.305965910555867
2031,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.303883443657726
2032,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.303401112260596
2033,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.300551996029432
2034,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.261909040821262
2035,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.263035562635714
2036,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.261464299631817
2037,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.261963314431947
2038,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.254647625555876
2039,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.25346614177089
2040,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.25252270216455
2041,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.258209120173707
2042,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.257979780446736
2043,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.261357467019122
2044,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.262019117207739
2045,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.255325384974931
2046,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.251269752461668
2047,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.249998507242805
2048,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.248115989826892
2049,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.239725484672248
2050,"BkWh","Nuclear","PJMD",2021,"HOP",30.438459,0.235179481161618
2020,"BkWh","Petroleum","PJMD",2021,"HOP",0.328222,0.00304075766080836
2021,"BkWh","Petroleum","PJMD",2021,"HOP",0.318138,0.00302112192870457
2022,"BkWh","Petroleum","PJMD",2021,"HOP",0.299774,0.00279983594788588
2023,"BkWh","Petroleum","PJMD",2021,"HOP",0.268845,0.00251534571868876
2024,"BkWh","Petroleum","PJMD",2021,"HOP",0.253777,0.00243129333199527
2025,"BkWh","Petroleum","PJMD",2021,"HOP",0.220742,0.00213202809658025
2026,"BkWh","Petroleum","PJMD",2021,"HOP",0.195346,0.00191646488760863
2027,"BkWh","Petroleum","PJMD",2021,"HOP",0.11012,0.00106396462164976
2028,"BkWh","Petroleum","PJMD",2021,"HOP",0.109652,0.00106360704172036
2029,"BkWh","Petroleum","PJMD",2021,"HOP",0.067919,0.000652884537688171
2030,"BkWh","Petroleum","PJMD",2021,"HOP",0.005749,5.77886685980285e-05
2031,"BkWh","Petroleum","PJMD",2021,"HOP",0.006318,6.30759788801895e-05
2032,"BkWh","Petroleum","PJMD",2021,"HOP",0.006461,6.44012427276858e-05
2033,"BkWh","Petroleum","PJMD",2021,"HOP",0.006076,5.99949533540719e-05
2034,"BkWh","Petroleum","PJMD",2021,"HOP",0.005868,5.04914605413882e-05
2035,"BkWh","Petroleum","PJMD",2021,"HOP",0.00485,4.19115329978832e-05
2036,"BkWh","Petroleum","PJMD",2021,"HOP",0.004495,3.86117453201233e-05
2037,"BkWh","Petroleum","PJMD",2021,"HOP",0.004442,3.82293020388026e-05
2038,"BkWh","Petroleum","PJMD",2021,"HOP",0.005099,4.26581464820348e-05
2039,"BkWh","Petroleum","PJMD",2021,"HOP",0.005217,4.34428320309755e-05
2040,"BkWh","Petroleum","PJMD",2021,"HOP",0.005393,4.47412575246802e-05
2041,"BkWh","Petroleum","PJMD",2021,"HOP",0.005422,4.59947676583049e-05
2042,"BkWh","Petroleum","PJMD",2021,"HOP",0.005467,4.63353108546759e-05
2043,"BkWh","Petroleum","PJMD",2021,"HOP",0.005527,4.74571567573341e-05
2044,"BkWh","Petroleum","PJMD",2021,"HOP",0.005486,4.72243643149496e-05
2045,"BkWh","Petroleum","PJMD",2021,"HOP",0.005043,4.23019416465392e-05
2046,"BkWh","Petroleum","PJMD",2021,"HOP",0.005116,4.22326259550096e-05
2047,"BkWh","Petroleum","PJMD",2021,"HOP",0.005212,4.28074305519046e-05
2048,"BkWh","Petroleum","PJMD",2021,"HOP",0.005317,4.33409824692369e-05
2049,"BkWh","Petroleum","PJMD",2021,"HOP",0.006092,4.7979027211047e-05
2050,"BkWh","Petroleum","PJMD",2021,"HOP",0.004556,3.52014442049228e-05
2020,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469602,-0.00435054895476515
2021,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469639,-0.00445981517918289
2022,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.46947,-0.00438476646558402
2023,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469538,-0.00439305323908453
2024,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469518,-0.0044981853463937
2025,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469418,-0.00453385565520158
2026,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469506,-0.00460614378344875
2027,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469505,-0.00453629413083607
2028,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469513,-0.0045542017745162
2029,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469485,-0.00451301546219071
2030,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469456,-0.00471894889639173
2031,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469461,-0.00468688067759934
2032,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.46944,-0.00467923222196019
2033,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.469435,-0.00463524208817787
2034,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.46943,-0.00403923079787728
2035,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.616419,-0.00532681757917983
2036,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.673929,-0.0057890044297765
2037,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.694098,-0.00597363396815146
2038,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.69481,-0.00581276853445432
2039,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.67246,-0.00559968695180176
2040,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.653851,-0.0054244605922065
2041,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.662509,-0.00562005671828402
2042,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.664752,-0.00563407546392308
2043,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.665305,-0.00571258977319309
2044,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.673818,-0.00580033297739167
2045,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.791274,-0.0066374036435502
2046,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.724906,-0.0059841055415446
2047,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.729274,-0.00598970569998268
2048,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.741632,-0.00604533750434928
2049,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.944995,-0.00744253788892044
2050,"BkWh","Pumped Storage/Other","PJMD",2021,"HOP",-0.845129,-0.00652979836248074
2020,"BkWh","Renewable Sources","PJMD",2021,"HOP",7.897465,0.0731647397179832
2021,"BkWh","Renewable Sources","PJMD",2021,"HOP",9.976806,0.0947423677304544
2022,"BkWh","Renewable Sources","PJMD",2021,"HOP",10.527087,0.0983211239437781
2023,"BkWh","Renewable Sources","PJMD",2021,"HOP",10.579606,0.0989840490152835
2024,"BkWh","Renewable Sources","PJMD",2021,"HOP",10.630524,0.101845013995814
