"Technology","Size","Year","Data_type","Value","Unit"
"PHEV20","Car",2020,"sales",21782,"vehicle"
"PHEV40","Car",2020,"sales",5689,"vehicle"
"BEV100","Light truck",2020,"sales",0,"vehicle"
"BEV300","Light truck",2020,"sales",37232,"vehicle"
"CNG","Light truck",2020,"sales",9516,"vehicle"
"FCV","Light truck",2020,"sales",5,"vehicle"
"FFV","Light truck",2020,"sales",648889,"vehicle"
"HEV","Light truck",2020,"sales",216244,"vehicle"
"ICEV-D","Light truck",2020,"sales",49744,"vehicle"
"ICEV-G","Light truck",2020,"sales",6408522,"vehicle"
"PHEV20","Light truck",2020,"sales",3729,"vehicle"
"PHEV40","Light truck",2020,"sales",20690,"vehicle"
